Title,Artist,Album
Goodbye (from the series Arcane League of Legends),Ramsey,Arcane League of Legends (Soundtrack from the Animated Series)
Escapism.,RAYE,Escapism. / The Thrill Is Gone.
Dark Necessities,Red Hot Chili Peppers,The Getaway
Goodbye Angels,Red Hot Chili Peppers,The Getaway
Snow (Hey Oh),Red Hot Chili Peppers,Snow (Hey Oh)
"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)",RedOne,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)"
"Welcome to Morocco (feat. Asma Lmnawar, Rym, Aminux, Nouaman Belaiachi, Zouhair Bahaoui, Dizzy Dross, FIFA Sound) (Official Song of the FIFA Club World Cup 2022)",RedOne,"Welcome to Morocco (feat. Asma Lmnawar, Rym, Aminux, Nouaman Belaiachi, Zouhair Bahaoui, Dizzy Dross, FIFA Sound) (Official Song of the FIFA Club World Cup 2022)"
Calm Down,Rema,Calm Down
Spinning Over You,REYKO,Spinning Over You
Diamonds,Rihanna,Diamonds
Don't Stop The Music,Rihanna,Good Girl Gone Bad: Reloaded
Te Amo,Rihanna,Rated R
Umbrella,Rihanna,Good Girl Gone Bad: Reloaded
The Box,Roddy Ricch,Please Excuse Me for Being Antisocial
SNAP,Rosa Linn,SNAP
APT.,ROSÉ,rosie
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)"
Madness,Ruelle,Madness
Faces,RYYZN,Faces
Espresso,Sabrina Carpenter,Espresso
Dancing With A Stranger,Sam Smith,Dancing With A Stranger
Diamonds,Sam Smith,Diamonds
I'm Ready,Sam Smith,I'm Ready
Writing's On The Wall,Sam Smith,Writing's On The Wall
Light,San Holo,Light
Dancing With Your Ghost,Sasha Alex Sloan,Dancing With Your Ghost
Lie,Sasha Alex Sloan,Lie
Believer,Scion919,Fallen Angel
Crick Neck,Sean Paul,Crick Neck
No Lie,Sean Paul,No Lie
She Doesn't Mind,Sean Paul,She Doesn't Mind
Back To You,Selena Gomez,13 Reasons Why (Season 2)
Fetish,Selena Gomez,Fetish
Good For You,Selena Gomez,Good For You
Hands To Myself,Selena Gomez,Revival
Kill Em With Kindness,Selena Gomez,Revival
Look At Her Now,Selena Gomez,Rare
Lose You To Love Me,Selena Gomez,Rare
People You Know,Selena Gomez,Rare
Same Old Love,Selena Gomez,Revival (Deluxe)
The Heart Wants What It Wants,Selena Gomez,The Heart Wants What It Wants
Wolves,Selena Gomez,Wolves
Did It Again,Shakira,She Wolf (Expanded Edition)
Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)"
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,Listen Up! The Official 2010 FIFA World Cup Album
"Whenever, Wherever",Shakira,Laundry Service
I Know What You Did Last Summer,Shawn Mendes,Handwritten (Deluxe)
Mercy,Shawn Mendes,Illuminate
Señorita,Shawn Mendes,Señorita
Stitches,Shawn Mendes,Handwritten
Treat You Better,Shawn Mendes,Illuminate
Chandelier,Sia,1000 Forms Of Fear
Cheap Thrills (feat. Sean Paul),Sia,This Is Acting (Deluxe Version)
Cheap Thrills,Sia,This Is Acting (Deluxe Version)
Elastic Heart,Sia,1000 Forms Of Fear
Immortal Queen (feat. Chaka Khan & Debbie Harry),Sia,Immortal Queen (feat. Chaka Khan & Debbie Harry)
Never Give Up,Sia,Lion (Original Motion Picture Soundtrack)
The Greatest (feat. Kendrick Lamar),Sia,This Is Acting (Deluxe Version)
The Greatest,Sia,This Is Acting (Deluxe Version)
Unstoppable,Sia,This Is Acting (Deluxe Version)
"Living Life, In The Night",Sierra Kidd,"Living Life, In The Night"
Last One Standing,Skylar Grey,Last One Standing (From Venom: Let There Be Carnage)
Sober,"Slushii, Kaivon",Sober
Me and the Devil,Soap&Skin,Sugarbread
Love Is the Name,Sofia Carson,Love Is the Name
Hypnotized,Sophie Ellis-Bextor,Hypnotized
One Call,SPINALL,One Call
Prituri Se Planinata (Nit Grit Remix),Stellamara,Prituri Se Planinata
Until I Found You,Stephen Sanchez,Until I Found You
Eye of the Tiger,Survivor,Rocky IV
All About Us,t.A.T.u.,All About Us
We Were In Love,Ta-Ku,Songs To Break Up To
Break Your Heart,Taio Cruz,The Rokstarr Hits Collection
Break Your Heart,Taio Cruz,The Rokstarr Hits Collection
she's all i wanna be,Tate McRae,I Used to Think I Could Fly
...Ready For It?,Taylor Swift,reputation
Anti-Hero (ILLENIUM Remix),Taylor Swift,Anti-Hero (ILLENIUM Remix)
Anti-Hero,Taylor Swift,Midnights
Bad Blood,Taylor Swift,1989 (Deluxe)
Blank Space,Taylor Swift,1989 (Deluxe)
cardigan,Taylor Swift,folklore
Cornelia Street,Taylor Swift,Lover
Cruel Summer,Taylor Swift,Lover
Death By A Thousand Cuts,Taylor Swift,Lover
Delicate,Taylor Swift,reputation
Don't Blame Me (Karaoke Version),Taylor Swift,Taylor Swift Karaoke: reputation
Don’t Blame Me,Taylor Swift,reputation
End Game,Taylor Swift,reputation
exile,Taylor Swift,folklore (deluxe version)
Fortnight,Taylor Swift,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY
Getaway Car,Taylor Swift,reputation
I Knew You Were Trouble.,Taylor Swift,Red (Deluxe Edition)
Karma,Taylor Swift,Midnights (3am Edition)
Look What You Made Me Do,Taylor Swift,reputation
Lover,Taylor Swift,Lover
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Lover
New Romantics,Taylor Swift,1989 (Deluxe)
Out Of The Woods,Taylor Swift,1989 (Deluxe)
Shake It Off,Taylor Swift,1989 (Deluxe)
Style,Taylor Swift,1989
The Man,Taylor Swift,Lover
Wildest Dreams,Taylor Swift,1989 (Deluxe)
willow,Taylor Swift,evermore (deluxe version)
You Need To Calm Down,Taylor Swift,Lover
"Tokyo Drift (Fast & Furious) (From ""The Fast And The Furious: Tokyo Drift"" Soundtrack)",Teriyaki Boyz,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack)
Tokyo Drift (Fast & Furious),Teriyaki Boyz,Tokyo Drift (Fast & Furious)
Young Shahrukh,Tesher,Young Shahrukh
Kokomo,The Beach Boys,The Very Best Of The Beach Boys: Sounds Of Summer
Stand Up,The Cab,Lock Me Up
All We Know (feat. Phoebe Ryan),The Chainsmokers,All We Know (feat. Phoebe Ryan)
Beach House,The Chainsmokers,Sick Boy
Closer,The Chainsmokers,Closer
Don't Let Me Down (feat. Daya),The Chainsmokers,Don't Let Me Down (feat. Daya)
Family,The Chainsmokers,World War Joy
Paris,The Chainsmokers,Paris
Roses (feat. ROZES),The Chainsmokers,Roses (feat. ROZES)
Setting Fires,The Chainsmokers,Collage EP
Somebody,The Chainsmokers,Sick Boy
Summertime Friends,The Chainsmokers,Summertime Friends
Takeaway (feat. Lennon Stella),The Chainsmokers,World War Joy...Takeaway
Dreams,The Cranberries,"Everybody Else Is Doing It, So Why Can't We?"
Linger (Acoustic Version),The Cranberries,Something Else
Linger,The Cranberries,"Everybody Else Is Doing It, So Why Can't We? (The Complete Sessions 1991-1993)"
Zombie,The Cranberries,No Need To Argue (The Complete Sessions 1994-1995)
Ophelia,The Lumineers,Cleopatra (Deluxe)
Glory,The Score,Pressure
Unstoppable,The Score,ATLAS (Deluxe)
Hall of Fame (feat. will.i.am),The Script,Hall of Fame
Rain,The Script,Freedom Child
The Adults Are Talking,The Strokes,The New Abnormal
Spirits,The Strumbellas,Hope
I Found A Girl,The Vamps,I Found A Girl
Wake Up,The Vamps,Wake Up (Deluxe)
Glad You Came,The Wanted,Battleground (Deluxe Edition)
Blinding Lights,The Weeknd,Blinding Lights
I Can't Fucking Sing,The Weeknd,Hurry Up Tomorrow
Often (Kygo Remix),The Weeknd,Beauty Behind the Madness
Often,The Weeknd,Beauty Behind The Madness
One Of The Girls,The Weeknd,The Idol Episode 4 (Music from the HBO Original Series)
Popular,The Weeknd,Popular
Pray For Me,The Weeknd,Pray For Me
Starboy,The Weeknd,Starboy
São Paulo,The Weeknd,Hurry Up Tomorrow
Take My Breath (Single Version),The Weeknd,Take My Breath
Fly Away,TheFatRat,Fly Away
Xenogenesis,TheFatRat,Xenogenesis
Apologize,Timbaland,Apologize
The Way I Are,Timbaland,Shock Value
Girls Like (feat. Zara Larsson),Tinie,YOUTH
Wonderman (feat. Ellie Goulding),Tinie,Disc-Overy
Written in the Stars (feat. Eric Turner),Tinie,Disc-Overy
Secrets (Radio Edit),Tiësto,Secrets (Radio Edit)
Zero Tolerance,Tommee Profitt,Cinematic Songs (Vol. 6)
Cool Girl,Tove Lo,Lady Wood
Lies In The Dark,Tove Lo,Fifty Shades Darker (Original Motion Picture Soundtrack)
Moments,Tove Lo,Queen Of The Clouds
No One Dies From Love,Tove Lo,Dirt Femme (Extended Cut)
True Disaster,Tove Lo,Lady Wood
FE!N (feat. Playboi Carti),Travis Scott,UTOPIA
Past Life,Trevor Daniel,Nicotine
On My Own,TroyBoi,"V!BEZ, Vol. 4"
Bloom,Troye Sivan,Bloom
BLUE,Troye Sivan,Blue Neighbourhood (Deluxe)
Strawberries & Cigarettes,Troye Sivan,Strawberries & Cigarettes
YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe)
Stressed Out,Twenty One Pilots,Blurryface
Drugs,Uffie,Tokyo Love Hotel
Missing Piece,Vance Joy,Missing Piece
Be Free,Vidya Vox,Kuthu Fire
Memory Reboot,VØJ,Memory Reboot
Boys & Girls,will.i.am,Boys & Girls
Scream & Shout,will.i.am,Scream & Shout
Into Your Arms (feat. Ava Max),Witt Lowry,Into Your Arms (feat. Ava Max)
Black and Yellow,Wiz Khalifa,Rolling Papers
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth)
Haunt You (feat. chloe moriondo),X Lovers,Mad World
I Still Wait For You,XYLØ,I Still Wait For You
Shotgun (feat. Rochelle),Yellow Claw,"House Classics, Vol. 1 (Presented by Spinnin' Records)"
blue (mini version),Yung Kai,shades of blue
blue (sped up),Yung Kai,shades of blue
blue,Yung Kai,blue
Ain't My Fault (R3hab Remix),Zara Larsson,Ain't My Fault (R3hab Remix)
Ain't My Fault,Zara Larsson,So Good
Lush Life,Zara Larsson,So Good
Never Forget You,Zara Larsson,So Good
Uncover,Zara Larsson,1
WOW,Zara Larsson,Poster Girl (Summer Edition)
Dusk Till Dawn (feat. Sia) (Radio Edit),ZAYN,Dusk Till Dawn (feat. Sia) (Radio Edit)
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,Fifty Shades Darker (Original Motion Picture Soundtrack)
PILLOWTALK,ZAYN,PILLOWTALK
Beautiful Now,ZEDD,True Colors
Clarity,Zedd,Clarity
I Want You To Know,ZEDD,True Colors
Stay,ZEDD,Stay
1965,Zella Day,Kicker
East of Eden,Zella Day,Kicker
Mustang Kids,Zella Day,Kicker
Shadow Preachers,Zella Day,Kicker
Birthday,Selena Gomez,Stars Dance (Bonus Track Version)
Slow Down,Selena Gomez,Stars Dance (Bonus Track Version)
Stars Dance,Selena Gomez,Stars Dance (Bonus Track Version)
Like A Champion,Selena Gomez,Stars Dance (Bonus Track Version)
Come & Get It,Selena Gomez,Stars Dance (Bonus Track Version)
Forget Forever,Selena Gomez,Stars Dance (Bonus Track Version)
Save The Day,Selena Gomez,Stars Dance (Bonus Track Version)
B.E.A.T.,Selena Gomez,Stars Dance (Bonus Track Version)
Write Your Name,Selena Gomez,Stars Dance (Bonus Track Version)
Undercover,Selena Gomez,Stars Dance (Bonus Track Version)
Love Will Remember,Selena Gomez,Stars Dance (Bonus Track Version)
Nobody Does It Like You (Bonus Track),Selena Gomez,Stars Dance (Bonus Track Version)
Music Feels Better (Bonus Track),Selena Gomez,Stars Dance (Bonus Track Version)
